Symbol,Name,Country,Sector,Industry
STRL,Sterling Infrastructure Inc. Common Stock,United States,Industrials,Military/Government/Technical
STRM,Streamline Health Solutions Inc. Common Stock,United States,Technology,EDP Services
STRO,Sutro Biopharma Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
STRR,Star Equity Holdings Inc. Common Stock,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
STRRP,Star Equity Holdings Inc. Series A Cumulative Perpetual Preferred Stock,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
STRS,Stratus Properties Inc. Common Stock,United States,Real Estate,Homebuilding
STRT,STRATTEC SECURITY CORPORATION Common Stock,United States,Consumer Discretionary,Auto Parts:O.E.M.
STRW,Strawberry Fields REIT Inc. Common Stock,,Real Estate,Real Estate Investment Trusts
STRZ,Starz Entertainment Corp. Common Shares,United States,Consumer Discretionary,Movies/Entertainment
STSS,Sharps Technology Inc. Common Stock,United States,Health Care,Medical/Dental Instruments
STSSW,Sharps Technology Inc. Warrant,United States,Finance,Finance: Consumer Services
STT,State Street Corporation Common Stock,United States,Finance,Major Banks
STT^G,State Street Corporation Depositary shares each representing a 1/4000th ownership interest in a share of Fixed-to-Floating Rate Non-Cumulative,United States,,
STTK,Shattuck Labs Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
STVN,Stevanato Group S.p.A. Ordinary Shares,,Health Care,Medical/Dental Instruments
STWD,STARWOOD PROPERTY TRUST INC. Starwood Property Trust Inc.,United States,Real Estate,Real Estate Investment Trusts
STX,Seagate Technology Holdings PLC Ordinary Shares (Ireland),Ireland,Technology,Electronic Components
STXS,Stereotaxis Inc. Common Stock,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
STZ,Constellation Brands Inc. Common Stock,United States,Consumer Staples,Beverages (Production/Distribution)
SU,Suncor Energy  Inc. Common Stock,Canada,Energy,Integrated oil Companies
SUGP,SU Group Holdings Limited Ordinary Shares,Hong Kong,Consumer Discretionary,Diversified Commercial Services
SUI,Sun Communities Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts
SUN,Sunoco LP Common Units representing limited partner interests,United States,Energy,Integrated oil Companies
SUNE,SUNation Energy Inc. Common Stock,United States,Utilities,Telecommunications Equipment
SUNS,Sunrise Realty Trust Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts
SUP,Superior Industries International Inc. Common Stock (DE),United States,Consumer Discretionary,Auto Parts:O.E.M.
SUPN,Supernus Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
SUPV,Grupo Supervielle S.A. American Depositary Shares each Representing five Class B shares,,Finance,Commercial Banks
SUPX,Super X AI Technology Limited Ordinary Shares,Hong Kong,,
SURG,SurgePays Inc. Common Stock,United States,Consumer Discretionary,Advertising
SUUN,SolarBank Corporation Common Stock,Canada,Utilities,Power Generation
SUZ,Suzano S.A. American Depositary Shares (each representing One Ordinary Share),Brazil,Basic Materials,Paper
SVC,Service Properties Trust Common Stock,United States,Real Estate,Real Estate Investment Trusts
SVCC,Stellar V Capital Corp. Class A Ordinary Shares,United States,,
SVCO,Silvaco Group Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software
SVII,Spring Valley Acquisition Corp. II Class A Ordinary Shares,United States,Finance,Blank Checks
SVIIR,Spring Valley Acquisition Corp. II Rights,United States,,
SVIIW,Spring Valley Acquisition Corp. II Warrant,United States,Finance,Blank Checks
SVM,Silvercorp Metals Inc. Common Shares,Canada,Basic Materials,Precious Metals
SVRA,Savara Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
SVRE,SaverOne 2014 Ltd. American Depositary Shares,Israel,Technology,EDP Services
SVREW,SaverOne 2014 Ltd. Warrant,Israel,Technology,EDP Services
SVT,Servotronics Inc. Common Stock,United States,Consumer Discretionary,Industrial Machinery/Components
SVV,Savers Value Village Inc. Common Stock,United States,Consumer Discretionary,Other Specialty Stores
SW,Smurfit WestRock plc Ordinary Shares,,Consumer Discretionary,Containers/Packaging
SWAG,Stran & Company Inc. Common Stock,United States,Consumer Discretionary,Advertising
SWAGW,Stran & Company Inc. Warrant,United States,Consumer Discretionary,Advertising
SWBI,Smith & Wesson Brands Inc. Common Stock,United States,Industrials,Ordnance And Accessories
SWIM,Latham Group Inc. Common Stock,United States,Industrials,Plastic Products
SWIN,Solowin Holdings Class A Ordinary Share,Hong Kong,Finance,Investment Bankers/Brokers/Service
SWK,Stanley Black & Decker Inc. Common Stock,United States,Consumer Discretionary,Industrial Machinery/Components
SWKH,SWK Holdings Corporation Common Stock,United States,Finance,Diversified Financial Services
SWKHL,SWK Holdings Corporation 9.00% Senior Notes due 2027,United States,,
SWKS,Skyworks Solutions Inc. Common Stock,United States,Technology,Semiconductors
SWTX,SpringWorks Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SWVL,Swvl Holdings Corp Class A Common Shares,United Arab Emirates,Consumer Discretionary,Business Services
SWVLW,Swvl Holdings Corp Warrant,United Arab Emirates,Consumer Discretionary,Business Services
SWX,Southwest Gas Holdings Inc. Common Stock (DE),United States,Utilities,Oil & Gas Production
SWZ,Total Return Securities Fund Common Stock,United States,Finance,Finance Companies
SXC,SunCoke Energy Inc. Common Stock,United States,Industrials,Steel/Iron Ore
SXI,Standex International Corporation Common Stock,United States,Industrials,Industrial Machinery/Components
SXT,Sensient Technologies Corporation Common Stock,United States,Industrials,Major Chemicals
SXTC,China SXT Pharmaceuticals Inc. Ordinary Shares,China,Health Care,Biotechnology: Pharmaceutical Preparations
SXTP,60 Degrees Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
SXTPW,60 Degrees Pharmaceuticals Inc. Warrant,United States,Health Care,Biotechnology: Pharmaceutical Preparations
SY,So-Young International Inc. American Depository Shares,China,Technology,EDP Services
SYBT,Stock Yards Bancorp Inc. Common Stock,United States,Finance,Major Banks
SYBX,Synlogic Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
SYF,Synchrony Financial Common Stock,United States,Finance,Finance: Consumer Services
SYF^A,Synchrony Financial Depositary Shares each Representing a 1/40th Interest in a Share of 5.625% Fixed Rate Non-Cumulative Perpetual Preferred Stock Series A,United States,,
SYF^B,Synchrony Financial Depositary Shares Each Representing a 1/40th Interest in a Share of 8.250% Fixed Rate Reset Non-Cumulative Perpetual Preferred Stock Series B,United States,,
SYK,Stryker Corporation Common Stock,United States,Health Care,Medical/Dental Instruments
SYM,Symbotic Inc. Class A Common Stock,United States,Industrials,Industrial Machinery/Components
SYNA,Synaptics Incorporated Common Stock $0.001 Par Value,United States,Technology,Semiconductors
SYNX,Silynxcom Ltd. Ordinary Shares,,Consumer Staples,Consumer Electronics/Appliances
SYPR,Sypris Solutions Inc. Common Stock,United States,Industrials,Industrial Machinery/Components
SYRE,Spyre Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
SYTA,Siyata Mobile Inc. Common Shares,Canada,Telecommunications,Telecommunications Equipment
SYTAW,Siyata Mobile Inc. Warrant,Canada,Telecommunications,Telecommunications Equipment
SYY,Sysco Corporation Common Stock,United States,Consumer Discretionary,Food Distributors
SZZL,Sizzle Acquisition Corp. II Class A ordinary shares,United States,Finance,Blank Checks
SZZLR,Sizzle Acquisition Corp. II Right,United States,Finance,Blank Checks
SZZLU,Sizzle Acquisition Corp. II Unit,United States,Finance,Blank Checks
T,AT&T Inc.,United States,Telecommunications,Telecommunications Equipment
T^A,AT&T Inc. Depositary Shares each representing a 1/1000th interest in a share of 5.000% Perpetual Preferred Stock Series A,United States,,
T^C,AT&T Inc. Depositary Shares each representing a 1/1000th interest in a share of 4.750% Perpetual Preferred Stock Series C,United States,,
TAC,TransAlta Corporation Ordinary Shares,Canada,Utilities,Electric Utilities: Central
TACH,Titan Acquisition Corp. Class A Ordinary Shares,United States,,
TACHU,Titan Acquisition Corp. Units,United States,Finance,Blank Checks
TACHW,Titan Acquisition Corp. Warrants,United States,,
TACOU,Berto Acquisition Corp. Unit,United States,Finance,Blank Checks
TACT,TransAct Technologies Incorporated Common Stock,United States,Technology,Computer peripheral equipment
TAIT,Taitron Components Incorporated Class A Common Stock,United States,Technology,Electronic Components
TAK,Takeda Pharmaceutical Company Limited American Depositary Shares (each representing 1/2 of a share of Common Stock),Japan,Health Care,Biotechnology: Pharmaceutical Preparations
TAL,TAL Education Group American Depositary Shares,China,Real Estate,Other Consumer Services
TALK,Talkspace Inc. Common Stock,United States,Health Care,Medical/Nursing Services
TALKW,Talkspace Inc. Warrant,United States,Health Care,Medical/Nursing Services
TALO,Talos Energy Inc. Common Stock,United States,Energy,Oil & Gas Production
TANH,Tantech Holdings Ltd. Common Shares,China,Industrials,Major Chemicals
TAOP,Taoping Inc. Ordinary Shares ,Hong Kong,Technology,Computer Software: Prepackaged Software
TAP,Molson Coors Beverage Company Class B Common Stock,Canada,Consumer Staples,Beverages (Production/Distribution)
TARA,Protara Therapeutics Inc.  Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TARS,Tarsus Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TASK,TaskUs Inc. Class A Common Stock,United States,Technology,EDP Services
TATT,TAT Technologies Ltd. Ordinary Shares,Israel,Industrials,Aerospace
TAVI,Tavia Acquisition Corp. Ordinary Shares,United States,Finance,Blank Checks
TAVIR,Tavia Acquisition Corp. Right,United States,Finance,Blank Checks
TAYD,Taylor Devices Inc. Common Stock,United States,Industrials,Industrial Machinery/Components
TBB,AT&T Inc. 5.350% Global Notes due 2066,United States,Telecommunications,Telecommunications Equipment
TBBB,BBB Foods Inc. Class A Common Shares,Mexico,Consumer Staples,Food Chains
TBBK,The Bancorp Inc Common Stock,United States,Finance,Major Banks
TBCH,Turtle Beach Corporation Common Stock,United States,Telecommunications,Telecommunications Equipment
TBH,Brag House Holdings Inc. Common Stock,United States,Consumer Discretionary,Services-Misc. Amusement & Recreation
TBI,TrueBlue Inc. Common Stock,United States,Consumer Discretionary,Professional Services
TBLA,Taboola.com Ltd. Ordinary Shares,Israel,Technology,Computer Software: Programming Data Processing
TBLAW,Taboola.com Ltd. Warrant,Israel,Technology,Computer Software: Programming Data Processing
TBLD,Thornburg Income Builder Opportunities Trust Common Stock,United States,Finance,Investment Managers
TBMC,Trailblazer Merger Corporation I Class A Common Stock,United States,Finance,Blank Checks
TBMCR,Trailblazer Merger Corporation I Rights,United States,Finance,Blank Checks
TBN,Tamboran Resources Corporation Common stock,,Energy,Oil & Gas Production
TBPH,Theravance Biopharma Inc. Ordinary Shares,Cayman Islands,Health Care,Biotechnology: Pharmaceutical Preparations
TBRG,TruBridge Inc. Common Stock,United States,Technology,EDP Services
TC,Token Cat Limited American Depositary Shares,China,Consumer Discretionary,Business Services
TCBI,Texas Capital Bancshares Inc. Common Stock,United States,Finance,Major Banks
TCBIO,Texas Capital Bancshares Inc. Depositary Shares 5.75% Fixed Rate Non-Cumulative Perpetual Preferred Stock Series B,United States,Finance,Major Banks
TCBK,TriCo Bancshares Common Stock,United States,Finance,Major Banks
TCBS,Texas Community Bancshares Inc. Common Stock,United States,Finance,Banks
TCBX,Third Coast Bancshares Inc. Common Stock,United States,Finance,Banks
TCI,Transcontinental Realty Investors Inc. Common Stock,United States,Real Estate,Real Estate Investment Trusts
TCMD,Tactile Systems Technology Inc. Common Stock,United States,Health Care,Medical/Dental Instruments
TCOM,Trip.com Group Limited American Depositary Shares,China,Consumer Discretionary,Business Services
TCPC,BlackRock TCP Capital Corp. Common Stock,United States,Finance,Finance/Investors Services
TCRT,Alaunos Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
TCRX,TScan Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TCX,Tucows Inc. Class A Common Stock,Canada,Technology,EDP Services
TD,Toronto Dominion Bank (The) Common Stock,Canada,Finance,Commercial Banks
TDAC,Translational Development Acquisition Corp. Ordinary Shares,United States,,
TDACU,Translational Development Acquisition Corp. Units,United States,,
TDC,Teradata Corporation Common Stock,United States,Technology,Computer Software: Prepackaged Software
TDF,Templeton Dragon Fund Inc. Common Stock,United States,Finance,Finance/Investors Services
TDG,Transdigm Group Incorporated Common Stock,United States,Industrials,Military/Government/Technical
TDOC,Teladoc Health Inc. Common Stock,United States,Health Care,Medical/Nursing Services
TDS,Telephone and Data Systems Inc. Common Shares,United States,Telecommunications,Telecommunications Equipment
TDS^U,Telephone and Data Systems Inc. Depositary Shares Each Representing a 1/1000th Interest in a 6.625% Series UU Cumulative Redeemable Perpetual Preferred Stock,United States,,
TDS^V,Telephone and Data Systems Inc. Depositary Shares Each Representing a 1/1000th Interest in a 6.000% Series VV Cumulative Redeemable Perpetual Preferred Stock,United States,,
TDTH,Trident Digital Tech Holdings Ltd American Depository Shares,Singapore,Consumer Discretionary,Business Services
TDUP,ThredUp Inc. Class A Common Stock,United States,Consumer Discretionary,Catalog/Specialty Distribution
TDW,Tidewater Inc. Common Stock,United States,Consumer Discretionary,Marine Transportation
TDY,Teledyne Technologies Incorporated Common Stock,United States,Industrials,Industrial Machinery/Components
TE,T1 Energy Inc. Common Stock,Luxembourg,Miscellaneous,Industrial Machinery/Components
TEAF,Tortoise Sustainable and Social Impact Term Fund Common shares of beneficial interest,,Finance,Trusts Except Educational Religious and Charitable
TEAM,Atlassian Corporation Class A Common Stock,Australia,Technology,Computer Software: Prepackaged Software
TECH,Bio-Techne Corp Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TECK,Teck Resources Ltd Ordinary Shares,Canada,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
TECTP,Tectonic Financial Inc. 9.00% Fixed-to-Floating Rate Series B Non-Cumulative Perpetual Preferred Stock,United States,Finance,Major Banks
TECX,Tectonic Therapeutic Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TEF,Telefonica SA Common Stock,Spain,Telecommunications,Telecommunications Equipment
TEI,Templeton Emerging Markets Income Fund Inc. Common Stock,United States,Finance,Finance Companies
TEL,TE Connectivity plc Ordinary Shares,Ireland,Technology,Electronic Components
TELA,TELA Bio Inc. Common Stock,United States,Health Care,Medical/Dental Instruments
TELO,Telomir Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
TEM,Tempus AI Inc. Class A Common Stock,United States,Technology,Computer Software: Programming Data Processing
TEN,Tsakos Energy Navigation Ltd Common Shares,Greece,Consumer Discretionary,Marine Transportation
TEN^E,Tsakos Energy Navigation Ltd Series E Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Shares par value $1.00,Greece,,
TEN^F,Tsakos Energy Navigation Ltd Series F Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Shares par value $1.00,Greece,,
TENB,Tenable Holdings Inc. Common Stock,United States,Technology,Computer Software: Prepackaged Software
TENX,Tenax Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
TEO,Telecom Argentina SA,Argentina,Telecommunications,Telecommunications Equipment
TER,Teradyne Inc. Common Stock,United States,Industrials,Electrical Products
TERN,Terns Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
TEVA,Teva Pharmaceutical Industries Limited American Depositary Shares,Israel,Health Care,Biotechnology: Pharmaceutical Preparations
TEX,Terex Corporation Common Stock,United States,Industrials,Construction/Ag Equipment/Trucks
TFC,Truist Financial Corporation Common Stock,United States,Finance,Major Banks
TFC^I,Truist Financial Corporation Depositary Shares,United States,,
TFC^O,Truist Financial Corporation Depositary Shares Each Representing a 1/1000th Interest in a Share of Series O Non-Cumulative Perpetual Preferred Stock,United States,,
TFC^R,Truist Financial Corporation Depositary Shares each representing 1/1000th interest in a share of Series R Non-Cumulative Perpetual Preferred Stock,United States,,
TFII,TFI International Inc. Common Shares,Canada,Industrials,Trucking Freight/Courier Services
TFIN,Triumph Financial Inc. Common Stock,United States,Finance,Major Banks
TFINP,Triumph Financial Inc. Depositary Shares Each Representing a 1/40th Interest in a Share of 7.125% Series C Fixed-Rate Non-Cumulative Perpetual Preferred Stock,United States,Finance,Major Banks
TFPM,Triple Flag Precious Metals Corp. Common Shares,Canada,Industrials,Precious Metals
TFSA,Terra Income Fund 6 LLC 7.00% Notes due 2026,,,
TFSL,TFS Financial Corporation Common Stock,United States,Finance,Savings Institutions
TFX,Teleflex Incorporated Common Stock,United States,Health Care,Medical/Dental Instruments
TG,Tredegar Corporation Common Stock,United States,Industrials,Metal Fabrications
TGB,Taseko Mines Ltd. Common Stock,Canada,Basic Materials,Precious Metals
TGEN,Tecogen Inc. Common Stock,,Industrials,Industrial Machinery/Components
TGI,Triumph Group Inc. Common Stock,United States,Industrials,Aerospace
TGL,Treasure Global Inc. Common Stock,United States,Consumer Discretionary,Business Services
TGLS,Tecnoglass Inc. Ordinary Shares,Colombia,Consumer Discretionary,Electronic Components
TGNA,TEGNA Inc,United States,Industrials,Broadcasting
TGS,Transportadora de Gas del Sur SA TGS Common Stock,Argentina,Utilities,Natural Gas Distribution
TGT,Target Corporation Common Stock,United States,Consumer Discretionary,Department/Specialty Retail Stores
TGTX,TG Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
TH,Target Hospitality Corp. Common Stock,United States,Consumer Discretionary,Hotels/Resorts
THAR,Tharimmune Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
THC,Tenet Healthcare Corporation Common Stock,United States,Health Care,Hospital/Nursing Management
THCH,TH International Limited Ordinary shares,China,Consumer Discretionary,Restaurants
THFF,First Financial Corporation Common Stock,United States,Finance,Major Banks
THG,Hanover Insurance Group Inc,United States,Finance,Property-Casualty Insurers
THM,International Tower Hill Mines Ltd. Ordinary Shares (Canada),Canada,Basic Materials,Metal Mining
THO,Thor Industries Inc. Common Stock,United States,Industrials,Homebuilding
THQ,abrdn Healthcare Opportunities Fund Shares of Beneficial Interest,United States,Finance,Finance Companies
THR,Thermon Group Holdings Inc. Common Stock,United States,Energy,Industrial Machinery/Components
THRD,Third Harmonic Bio Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
THRM,Gentherm Inc Common Stock,United States,Consumer Discretionary,Auto Parts:O.E.M.
THRY,Thryv Holdings Inc. Common Stock,United States,Consumer Discretionary,Advertising
THS,Treehouse Foods Inc. Common Stock,United States,Consumer Staples,Packaged Foods
THTX,Theratechnologies Inc. Common Shares,Canada,Health Care,Biotechnology: Pharmaceutical Preparations
THW,abrdn World Healthcare Fund Shares of Beneficial Interest,United States,Finance,Finance Companies
TIC,Acuren Corporation Common Stock,,Consumer Discretionary,Business Services
TIGO,Millicom International Cellular S.A. Common Stock,Luxembourg,Telecommunications,Telecommunications Equipment
TIGR,UP Fintech Holding Ltd American Depositary Share representing fifteen Class A Ordinary Shares,China,Finance,Investment Bankers/Brokers/Service
TIL,Instil Bio Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TILE,Interface Inc. Common Stock,United States,Consumer Discretionary,Home Furnishings
TIMB,TIM S.A. American Depositary Shares (Each representing 5 Common Shares),Brazil,Telecommunications,Telecommunications Equipment
TIPT,Tiptree Inc. Common Stock,United States,Finance,Property-Casualty Insurers
TIRX,TIAN RUIXIANG Holdings Ltd Class A Ordinary Shares,China,Finance,Specialty Insurers
TISI,Team Inc. Common Stock,United States,Consumer Discretionary,Other Consumer Services
TITN,Titan Machinery Inc. Common Stock,United States,Consumer Discretionary,Other Specialty Stores
TIVC,Tivic Health Systems Inc. Common Stock,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
TIXT,TELUS International (Cda) Inc. Subordinate Voting Shares,,Technology,EDP Services
TJX,TJX Companies Inc. (The) Common Stock,United States,Consumer Discretionary,Clothing/Shoe/Accessory Stores
TK,Teekay Corporation Ltd. Common Stock,Bermuda,Consumer Discretionary,Marine Transportation
TKC,Turkcell Iletisim Hizmetleri AS Common Stock,Turkey,Telecommunications,Telecommunications Equipment
TKLF,Tokyo Lifestyle Co. Ltd. American Depositary Shares,Japan,Consumer Discretionary,Other Specialty Stores
TKNO,Alpha Teknova Inc. Common Stock,United States,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
TKO,TKO Group Holdings Inc. Class A Common Stock,United States,Consumer Discretionary,Services-Misc. Amusement & Recreation
TKR,Timken Company (The) Common Stock,United States,Industrials,Metal Fabrications
TLF,Tandy Leather Factory Inc. Common Stock,United States,Consumer Discretionary,Apparel
TLK,PT Telekomunikasi Indonesia Tbk,Indonesia,Telecommunications,Telecommunications Equipment
TLN,Talen Energy Corporation Common Stock,United States,Utilities,Electric Utilities: Central
TLPH,Talphera Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
TLRY,Tilray Brands Inc. Common Stock ,United States,Health Care, Medicinal Chemicals and Botanical Products 
TLS,Telos Corporation Common Stock,United States,Technology,EDP Services
TLSA,Tiziana Life Sciences Ltd. Common Shares,United Kingdom,Health Care,Biotechnology: Pharmaceutical Preparations
TLSI,TriSalus Life Sciences Inc. Common Stock,United States,Health Care,Medical Specialities
TLSIW,TriSalus Life Sciences Inc. Warrant,United States,Health Care,Medical Specialities
TLX,Telix Pharmaceuticals Limited American Depositary Shares,Australia,Health Care,Biotechnology: Pharmaceutical Preparations
TLYS,Tilly's Inc. Common Stock,United States,Consumer Discretionary,Clothing/Shoe/Accessory Stores
TM,Toyota Motor Corporation Common Stock,Japan,Consumer Discretionary,Auto Manufacturing
TMC,TMC the metals company Inc. Common Stock,Canada,Basic Materials,Metal Mining
TMCI,Treace Medical Concepts Inc. Common Stock,United States,Health Care,Medical/Dental Instruments
TMCWW,TMC the metals company Inc. Warrants,Canada,Basic Materials,Metal Mining
TMDE,TMD Energy Limited Ordinary Shares,,Energy,Oil Refining/Marketing
TMDX,TransMedics Group Inc. Common Stock,United States,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
TME,Tencent Music Entertainment Group American Depositary Shares each representing two Class A Ordinary Shares,United States,Consumer Discretionary,Broadcasting
TMHC,Taylor Morrison Home Corporation Common Stock,United States,Consumer Discretionary,Homebuilding
TMO,Thermo Fisher Scientific Inc Common Stock,United States,Industrials,Industrial Machinery/Components
TMP,Tompkins Financial Corporation Common Stock,United States,Finance,Major Banks
TMQ,Trilogy Metals Inc. Common Stock,Canada,Basic Materials,Precious Metals
TMUS,T-Mobile US Inc. Common Stock,United States,Telecommunications,Telecommunications Equipment
TNC,Tennant Company Common Stock,United States,Industrials,Industrial Machinery/Components
TNDM,Tandem Diabetes Care Inc. Common Stock,United States,Health Care,Medical/Dental Instruments
TNET,TriNet Group Inc. Common Stock,United States,Consumer Discretionary,Business Services
TNFA,TNF Pharmaceuticals Inc. Common Stock,United States,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
TNGX,Tango Therapeutics Inc.,United States,Health Care,Biotechnology: Pharmaceutical Preparations
TNK,Teekay Tankers Ltd.,Bermuda,Consumer Discretionary,Marine Transportation
TNL,Travel   Leisure Co. Common  Stock,United States,Consumer Discretionary,Hotels/Resorts
TNMG,TNL Mediagene Ordinary Shares,Taiwan,,
TNON,Tenon Medical Inc. Common Stock,United States,Health Care,Medical/Dental Instruments
TNONW,Tenon Medical Inc. Warrant,United States,Health Care,Medical/Dental Instruments
TNXP,Tonix Pharmaceuticals Holding Corp. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
TNYA,Tenaya Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TOI,The Oncology Institute Inc. Common Stock,United States,Health Care,Medical/Nursing Services
TOIIW,The Oncology Institute Inc. Warrant,United States,Health Care,Medical/Nursing Services
TOL,Toll Brothers Inc. Common Stock,United States,Consumer Discretionary,Homebuilding
TOMZ,TOMI Environmental Solutions Inc. Common Stock,United States,Industrials,Major Chemicals
TOON,Kartoon Studios Inc. Common Stock,United States,Consumer Discretionary,Movies/Entertainment
TOP,TOP Financial Group Limited Class A Ordinary Shares,Hong Kong,Finance,Investment Bankers/Brokers/Service
TOPP,Toppoint Holdings Inc. Common Stock,,Industrials,Trucking Freight/Courier Services
TOPS,TOP Ships Inc. Common Stock,Greece,Consumer Discretionary,Marine Transportation
TORO,Toro Corp. Common Stock,Cyprus,Consumer Discretionary,Marine Transportation
TOST,Toast Inc. Class A Common Stock,United States,Technology,EDP Services
TOUR,Tuniu Corporation American Depositary Shares,China,Consumer Discretionary,Transportation Services
TOVX,Theriva Biologics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
TOWN,TowneBank Common Stock,United States,Finance,Major Banks
TOYO,TOYO Co. Ltd Ordinary Shares,Japan,Consumer Discretionary,Miscellaneous manufacturing industries
TPB,Turning Point Brands Inc. Common Stock,United States,Consumer Discretionary,Tobacco
TPC,Tutor Perini Corporation Common Stock,United States,Consumer Discretionary,General Bldg Contractors - Nonresidential Bldgs
TPCS,TechPrecision Corporation Common stock,United States,Industrials,Metal Fabrications
TPET,Trio Petroleum Corp. Common Stock,,Energy,Oil & Gas Production
TPG,TPG Inc. Class A Common Stock,United States,Finance,Investment Managers
TPGXL,TPG Operating Group II L.P. 6.950% Fixed-Rate Junior Subordinated Notes due 2064,United States,,
TPH,Tri Pointe Homes Inc. Common Stock,United States,Consumer Discretionary,Homebuilding
TPIC,TPI Composites Inc. Common Stock,United States,Industrials,Industrial Machinery/Components
TPL,Texas Pacific Land Corporation Common Stock,United States,Energy,Oil & Gas Production
TPR,Tapestry Inc. Common Stock,United States,Consumer Discretionary,Apparel
TPST,Tempest Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
TPTA,Terra Property Trust Inc. 6.00% Notes due 2026,,Real Estate,Real Estate Investment Trusts
TPVG,TriplePoint Venture Growth BDC Corp. Common Stock,United States,Consumer Discretionary,Other Consumer Services
TR,Tootsie Roll Industries Inc. Common Stock,United States,Consumer Staples,Specialty Foods
TRAK,ReposiTrak Inc. Common Stock,United States,Technology,EDP Services
TRAW,Traws Pharma Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
TRC,Tejon Ranch Co Common Stock,United States,Finance,Real Estate
TRDA,Entrada Therapeutics Inc. Common Stock,United States,Health Care,Biotechnology: Pharmaceutical Preparations
TREE,LendingTree Inc. Common Stock,United States,Finance,Finance: Consumer Services
TREX,Trex Company Inc. Common Stock,United States,Basic Materials,Forest Products
TRGP,Targa Resources Inc. Common Stock,United States,Utilities,Natural Gas Distribution
TRI,Thomson Reuters Corporation Common Shares,United States,Consumer Discretionary,Publishing
TRIB,Trinity Biotech plc American Depositary Shares,Ireland,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
TRIN,Trinity Capital Inc. Common Stock,United States,Finance,Finance: Consumer Services
TRINI,Trinity Capital Inc. 7.875% Notes Due 2029,United States,Finance,Finance: Consumer Services
TRINZ,Trinity Capital Inc. 7.875% Notes due 2029,United States,Finance,Finance: Consumer Services
TRIP,TripAdvisor Inc. Common Stock,United States,Technology,Computer Software: Programming Data Processing
TRMB,Trimble Inc. Common Stock,United States,Industrials,Industrial Machinery/Components
TRMD,TORM plc Class A Common Stock,United Kingdom,Consumer Discretionary,Marine Transportation
TRMK,Trustmark Corporation Common Stock,United States,Finance,Major Banks
TRML,Tourmaline Bio Inc. Common Stock,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
